timestamp,household_id,load_kW,solar_kW,latitude,longitude,time_of_day
2024-06-02 13:00:00,HH009,0.2203,0.0063,28.6000,77.2000,13.0000
2024-06-02 14:00:00,HH009,0.2059,0.0000,28.6000,77.2000,14.0000
2024-06-02 15:00:00,HH009,0.2155,0.0000,28.6000,77.2000,15.0000
2024-06-02 16:00:00,HH009,0.2395,0.0000,28.6000,77.2000,16.0000
2024-06-02 17:00:00,HH009,0.2415,0.0000,28.6000,77.2000,17.0000
2024-06-02 18:00:00,HH009,0.2998,0.0000,28.6000,77.2000,18.0000
2024-06-02 19:00:00,HH009,0.3540,0.0000,28.6000,77.2000,19.0000
2024-06-02 20:00:00,HH009,0.3956,0.0000,28.6000,77.2000,20.0000
2024-06-02 21:00:00,HH009,0.4164,0.0000,28.6000,77.2000,21.0000
2024-06-02 22:00:00,HH009,0.3415,0.0000,28.6000,77.2000,22.0000
2024-06-02 23:00:00,HH009,0.2290,0.0000,28.6000,77.2000,23.0000
2024-06-03 00:00:00,HH009,0.1429,0.0288,28.6000,77.2000,0.0000
2024-06-03 01:00:00,HH009,0.1250,0.2118,28.6000,77.2000,1.0000
2024-06-03 02:00:00,HH009,0.1161,0.5412,28.6000,77.2000,2.0000
2024-06-03 03:00:00,HH009,0.1116,0.8674,28.6000,77.2000,3.0000
2024-06-03 04:00:00,HH009,0.1161,1.0920,28.6000,77.2000,4.0000
2024-06-03 05:00:00,HH009,0.1339,1.2458,28.6000,77.2000,5.0000
2024-06-03 06:00:00,HH009,0.1875,1.2883,28.6000,77.2000,6.0000
2024-06-03 07:00:00,HH009,0.2589,1.2345,28.6000,77.2000,7.0000
2024-06-03 08:00:00,HH009,0.2902,1.0351,28.6000,77.2000,8.0000
2024-06-03 09:00:00,HH009,0.2456,0.8291,28.6000,77.2000,9.0000
2024-06-03 10:00:00,HH009,0.2143,0.5038,28.6000,77.2000,10.0000
2024-06-03 11:00:00,HH009,0.0000,0.2304,28.6000,77.2000,11.0000
2024-06-03 12:00:00,HH009,0.0000,0.1124,28.6000,77.2000,12.0000
2024-06-03 13:00:00,HH009,0.0000,0.0085,28.6000,77.2000,13.0000
2024-06-03 14:00:00,HH009,0.0000,0.0000,28.6000,77.2000,14.0000
2024-06-03 15:00:00,HH009,0.2009,0.0000,28.6000,77.2000,15.0000
2024-06-03 16:00:00,HH009,0.2232,0.0000,28.6000,77.2000,16.0000
2024-06-03 17:00:00,HH009,0.2589,0.0000,28.6000,77.2000,17.0000
2024-06-03 18:00:00,HH009,0.3215,0.0000,28.6000,77.2000,18.0000
2024-06-03 19:00:00,HH009,0.3795,0.0000,28.6000,77.2000,19.0000
2024-06-03 20:00:00,HH009,0.4241,0.0000,28.6000,77.2000,20.0000
2024-06-03 21:00:00,HH009,0.4465,0.0000,28.6000,77.2000,21.0000
2024-06-03 22:00:00,HH009,0.3661,0.0000,28.6000,77.2000,22.0000
2024-06-03 23:00:00,HH009,0.2456,0.0000,28.6000,77.2000,23.0000
2024-06-04 00:00:00,HH009,0.1158,0.0321,28.6000,77.2000,0.0000
2024-06-04 01:00:00,HH009,0.1013,0.1900,28.6000,77.2000,1.0000
2024-06-04 02:00:00,HH009,0.0941,0.4769,28.6000,77.2000,2.0000
2024-06-04 03:00:00,HH009,0.0904,0.7133,28.6000,77.2000,3.0000
2024-06-04 04:00:00,HH009,0.0941,0.8881,28.6000,77.2000,4.0000
2024-06-04 05:00:00,HH009,0.1085,1.0557,28.6000,77.2000,5.0000
2024-06-04 06:00:00,HH009,0.1519,0.9863,28.6000,77.2000,6.0000
2024-06-04 07:00:00,HH009,0.2098,0.8093,28.6000,77.2000,7.0000
2024-06-04 08:00:00,HH009,0.2351,0.4997,28.6000,77.2000,8.0000
2024-06-04 09:00:00,HH009,0.1990,0.6452,28.6000,77.2000,9.0000
2024-06-04 10:00:00,HH009,0.1736,0.5670,28.6000,77.2000,10.0000
2024-06-04 11:00:00,HH009,0.1628,0.3208,28.6000,77.2000,11.0000
2024-06-04 12:00:00,HH009,0.1592,0.1268,28.6000,77.2000,12.0000
2024-06-04 13:00:00,HH009,0.1664,0.0080,28.6000,77.2000,13.0000
2024-06-04 14:00:00,HH009,0.1556,0.0000,28.6000,77.2000,14.0000
2024-06-04 15:00:00,HH009,0.1628,0.0000,28.6000,77.2000,15.0000
2024-06-04 16:00:00,HH009,0.1809,0.0000,28.6000,77.2000,16.0000
2024-06-04 17:00:00,HH009,0.2098,0.0000,28.6000,77.2000,17.0000
2024-06-04 18:00:00,HH009,0.2605,0.0000,28.6000,77.2000,18.0000
2024-06-04 19:00:00,HH009,0.3075,0.0000,28.6000,77.2000,19.0000
2024-06-04 20:00:00,HH009,0.3437,0.0000,28.6000,77.2000,20.0000
2024-06-04 21:00:00,HH009,0.3618,0.0000,28.6000,77.2000,21.0000
2024-06-04 22:00:00,HH009,0.2966,0.0000,28.6000,77.2000,22.0000
2024-06-04 23:00:00,HH009,0.1990,0.0000,28.6000,77.2000,23.0000
2024-06-05 00:00:00,HH009,0.1411,0.0288,28.6000,77.2000,0.0000
2024-06-05 01:00:00,HH009,0.1235,0.2037,28.6000,77.2000,1.0000
2024-06-05 02:00:00,HH009,0.1147,0.4858,28.6000,77.2000,2.0000
2024-06-05 03:00:00,HH009,0.1103,0.7490,28.6000,77.2000,3.0000
2024-06-05 04:00:00,HH009,0.1147,1.0714,28.6000,77.2000,4.0000
2024-06-05 05:00:00,HH009,0.1323,1.1988,28.6000,77.2000,5.0000
2024-06-05 06:00:00,HH009,0.1852,1.2583,28.6000,77.2000,6.0000
2024-06-05 07:00:00,HH009,0.2558,1.2939,28.6000,77.2000,7.0000
2024-06-05 08:00:00,HH009,0.2867,1.1742,28.6000,77.2000,8.0000
2024-06-05 09:00:00,HH009,0.2426,0.9149,28.6000,77.2000,9.0000
2024-06-05 10:00:00,HH009,0.2117,0.5238,28.6000,77.2000,10.0000
2024-06-05 11:00:00,HH009,0.1985,0.3071,28.6000,77.2000,11.0000
2024-06-05 12:00:00,HH009,0.1941,0.0930,28.6000,77.2000,12.0000
2024-06-05 13:00:00,HH009,0.2029,0.0075,28.6000,77.2000,13.0000
2024-06-05 14:00:00,HH009,0.1897,0.0000,28.6000,77.2000,14.0000
2024-06-05 15:00:00,HH009,0.1985,0.0000,28.6000,77.2000,15.0000
2024-06-05 16:00:00,HH009,0.2205,0.0000,28.6000,77.2000,16.0000
2024-06-05 17:00:00,HH009,0.2558,0.0000,28.6000,77.2000,17.0000
2024-06-05 18:00:00,HH009,0.3176,0.0000,28.6000,77.2000,18.0000
2024-06-05 19:00:00,HH009,0.3749,0.0000,28.6000,77.2000,19.0000
2024-06-05 20:00:00,HH009,0.4190,0.0000,28.6000,77.2000,20.0000
2024-06-05 21:00:00,HH009,0.4411,0.0000,28.6000,77.2000,21.0000
2024-06-05 22:00:00,HH009,0.3617,0.0000,28.6000,77.2000,22.0000
2024-06-05 23:00:00,HH009,0.2426,0.0000,28.6000,77.2000,23.0000
2024-06-06 00:00:00,HH009,0.1225,0.0251,28.6000,77.2000,0.0000
2024-06-06 01:00:00,HH009,0.1072,0.1804,28.6000,77.2000,1.0000
2024-06-06 02:00:00,HH009,0.0995,0.5245,28.6000,77.2000,2.0000
2024-06-06 03:00:00,HH009,0.0957,0.8427,28.6000,77.2000,3.0000
2024-06-06 04:00:00,HH009,0.0995,1.0772,28.6000,77.2000,4.0000
2024-06-06 05:00:00,HH009,0.1148,1.2611,28.6000,77.2000,5.0000
2024-06-06 06:00:00,HH009,0.1608,1.2469,28.6000,77.2000,6.0000
2024-06-06 07:00:00,HH009,0.2220,1.2313,28.6000,77.2000,7.0000
2024-06-06 08:00:00,HH009,0.2488,1.0163,28.6000,77.2000,8.0000
2024-06-06 09:00:00,HH009,0.2105,0.9810,28.6000,77.2000,9.0000
2024-06-06 10:00:00,HH009,0.1837,0.6917,28.6000,77.2000,10.0000
2024-06-06 11:00:00,HH009,0.1723,0.4105,28.6000,77.2000,11.0000
2024-06-06 12:00:00,HH009,0.1684,0.1022,28.6000,77.2000,12.0000
2024-06-06 13:00:00,HH009,0.1761,0.0083,28.6000,77.2000,13.0000
2024-06-06 14:00:00,HH009,0.1646,0.0000,28.6000,77.2000,14.0000
2024-06-06 15:00:00,HH009,0.1723,0.0000,28.6000,77.2000,15.0000
2024-06-06 16:00:00,HH009,0.1914,0.0000,28.6000,77.2000,16.0000
2024-06-06 17:00:00,HH009,0.2220,0.0000,28.6000,77.2000,17.0000
2024-06-06 18:00:00,HH009,0.2756,0.0000,28.6000,77.2000,18.0000
2024-06-06 19:00:00,HH009,0.3254,0.0000,28.6000,77.2000,19.0000
2024-06-06 20:00:00,HH009,0.3637,0.0000,28.6000,77.2000,20.0000
2024-06-06 21:00:00,HH009,0.3828,0.0000,28.6000,77.2000,21.0000
2024-06-06 22:00:00,HH009,0.3139,0.0000,28.6000,77.2000,22.0000
2024-06-06 23:00:00,HH009,0.2105,0.0000,28.6000,77.2000,23.0000
2024-06-07 00:00:00,HH009,0.1362,0.0274,28.6000,77.2000,0.0000
2024-06-07 01:00:00,HH009,0.1192,0.1741,28.6000,77.2000,1.0000
2024-06-07 02:00:00,HH009,0.1106,0.5250,28.6000,77.2000,2.0000
2024-06-07 03:00:00,HH009,0.1064,0.8457,28.6000,77.2000,3.0000
2024-06-07 04:00:00,HH009,0.1106,1.0929,28.6000,77.2000,4.0000
2024-06-07 05:00:00,HH009,0.1277,1.2152,28.6000,77.2000,5.0000
2024-06-07 06:00:00,HH009,0.1787,1.2657,28.6000,77.2000,6.0000
2024-06-07 07:00:00,HH009,0.2468,1.2540,28.6000,77.2000,7.0000
2024-06-07 08:00:00,HH009,0.2766,1.1694,28.6000,77.2000,8.0000
2024-06-07 09:00:00,HH009,0.2341,0.9839,28.6000,77.2000,9.0000
2024-06-07 10:00:00,HH009,0.2043,0.6924,28.6000,77.2000,10.0000
2024-06-07 11:00:00,HH009,0.1915,0.3457,28.6000,77.2000,11.0000
2024-06-07 12:00:00,HH009,0.1872,0.1075,28.6000,77.2000,12.0000
2024-06-07 13:00:00,HH009,0.1958,0.0050,28.6000,77.2000,13.0000
2024-06-07 14:00:00,HH009,0.1830,0.0000,28.6000,77.2000,14.0000
2024-06-07 15:00:00,HH009,0.1915,0.0000,28.6000,77.2000,15.0000
2024-06-07 16:00:00,HH009,0.2128,0.0000,28.6000,77.2000,16.0000
2024-06-07 17:00:00,HH009,0.2468,0.0000,28.6000,77.2000,17.0000
2024-06-07 18:00:00,HH009,0.3064,0.0000,28.6000,77.2000,18.0000
2024-06-07 19:00:00,HH009,0.3617,0.0000,28.6000,77.2000,19.0000
2024-06-07 20:00:00,HH009,0.4043,0.0000,28.6000,77.2000,20.0000
2024-06-07 21:00:00,HH009,0.4256,0.0000,28.6000,77.2000,21.0000
2024-06-07 22:00:00,HH009,0.3490,0.0000,28.6000,77.2000,22.0000
2024-06-07 23:00:00,HH009,0.2341,0.0000,28.6000,77.2000,23.0000
